Entity Id|address|author|editor|institution|month|note|pages|publisher|title|venue|volume|year|
454||sally a. goldman, michael j. kearns, and robert e. schapire.|||||pages 217-231.|morgan kaufmann,|on the sample complexity of weak learning.|in proceedings of colt '90,||1990.|
455|san mateo, ca,|s. a. goldman, m. j. kearns, and r. e. schapire.|||||pages 217-231.|morgan kaufmann,|on the sample complexity of weak learning.|in proc. 3rd annu. workshop on comput. learning theory,||1990.|
456|san mateo, ca, august 1990.|sally a. goldman, michael j. kerns, and robert e. schapire.|||||pages 217-231,|morgan kaufmann.|on the sample complexity of weak learning.|in proceedings of the 1990 workshop on computational learning theory,|||
457||sally a. goldman, ronald l. rivest, and robert e. schapire.||mit laboratory for computer science,|may|a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,|||learning binary relations and total orders.|technical report mit/lcs/tm-413,||1989.|
458||sally a. goldman, ronald l. rivest, and robert e. schapire.||mit laboratory for computer science,|may|a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,|||learning binary relations and total orders.|technical report mit/lcs/tm-413,||1989.|
459|santa cruz, ca:|goldman, s. a. & kearns, m. j.|||||303-314).|morgan kaufmann.|on the complexity of teaching.|proceedings of the fourth annual workshop on computational learning theory (pp.||(1991).|
460|san mateo, ca,|s. a. goldman and m. j. kearns.||||to appear, journal of computer and system sciences.|pages 303-314.|morgan kaufmann,|on the complexity of teaching.|in proc. 4th annu. workshop on comput. learning theory,||1991.|
461||sally a. goldman and michael j. kearns.|||august||pages 303-315.|morgan kaufmann,|on the complexity of teaching.|in proceedings of the fourth annual workshop on computational learning theory,||1991.|
462|santa cruz, ca, august 1991.|s. goldman and m. kearns.|||||pages 303-314,|morgan kaufmann.|on the complexity of teaching.|in proceedings of the fourth annual workshop on computational learning theory,|||
463|santa cruz, ca,|s. goldman and m. kearns,|||august||pp. 303-314,|morgan kaufmann.|'on the complexity of teaching',|in proc. of the fourth annual workshop on computational learning theory,||1991,|
464||s. goldman and m. kearns.|||||pages 303-314,||on the complexity of teaching.|proceedings of the fourth annual workshop on computational learning theory,||1991.|
465|colt 91.|goldman, s.a., and m.j. kearns.|||||||(1991) on the complexity of teaching.||||
466||s.a goldman and m.j. kearns.|in m.k. war-muth and leslie valiant, editors,|||||morgan kaufmann,|on the complexity of teaching.|proceedings of the fourth annual workshop on computational learning theory.||1991.|
467|san mateo, ca,|s. a. goldman and m. j. kearns.|||||pages 303-314.|morgan kaufmann,|on the complexity of teaching.|in proc. 4th annu. workshop on comput. learning theory,||1991.|
468||goldman, s.a., and m.j. kearns,|||july||pp. 303-314.||'on the complexity of teaching,'|proc. forth acm workshop on computational learning theory,||1991,|
469||sally a. goldman and michael j. kearns.|||august||pages 303-314,||on the complexity of teaching.|in proceedings of the fourth annual workshop on computational learning theory,||1991.|
470||s. goldman and m. kearns.|||||pages 303314,||on the complexity of teaching.|in colt-91,||1991.|
471|santa cruz, ca, august 5-7 1991.|sally a. goldman and michael j. kearns.|in leslie g. valiant and manfred k. warmuth, editors,||||pages 303-314,|morgan kaufmann publishers.|on the complexity of teaching.|proceedings of the fourth annual workshop on computational learning theory,|||
472||s. a. goldman, r. l. rivest, and r. e. schapire.|||october||1006-1034,||learning binary relations and total orders.|siam journal on computing,|22(5)|1993.|
473||s. a. goldman, r. l. rivest, and r. e. schapire.|||october||1006-1034,||learning binary relations and total orders.|siam journal on computing,|22(5)|1993.|
474||s. a. goldman, r. l. rivest, and r. e. schapire,|||||pp. 1006-1034,||'learning binary relations and total orders',|siam journal on computing,|vol. 22, no. 5,|1993.|
475||sally a. goldman, ronald l. rivest, and robert e. schapire.|||october||1006-1034,||learning binary relations and total orders.|siam journal of computing,|22|1993.|
476||s. a. goldman, m. j. kearns, and r. e. schapire.|||||22 , 705-726.||exact identification of read-once formulas using fixed points of amplification functions.|siam journal on computing,||(1993).|
477||s. a. goldman, m. j. kearns, and r. e. schapire.|||august||705-726,||exact identification of circuits using fixed points of amplification functions.|siam j. comput.,|22(4)|1993.|
478||s. a. goldman, m. j. kearns, and r. e. schapire.|||||705-726.||exact identification of read-once formulas using fixed points of amplification functions.|siam journal on computing,|22 (1993),||
479||s. a. goldman, m. j. kearns, and r. e. schapire.|||||705-726.||exact identification of read-once formulas using fixed points of amplification functions.|siam journal on computing,|22 (1993),||
480||s. a. goldman, m. j. kearns, and r. e. schapire.|||august||705-726,||exact identification of circuits using fixed points of amplification functions.|siam j. comput.,|22(4)|1993.|
481||s. a. goldman, m. j. kearns, and r. e. schapire.|||||705-726,||exact identification of read-once formulas using fixed points of amplification functions.|siam j. comput.,|22(4)|1993.|
482||sally a. goldman, michael j. kearns, and robert e. schapire.|||august||705-726,||exact identifi-cation of circuits using fixed points of amplification functions.|siam journal on computing,|22(4)|1993.|
483||sally a. goldman, michael j. kearns, and robert e. schapire.|||august||705-726,||exact identifi cation of circuits using fixed points of amplification functions.|siam journal on computing,|22(4)|1993.|
484||s. a. goldman, m. j. kearns, and r. e. schapire.|||||705-726,||exact identification of read-once formulas using fixed points of amplification functions.|siam j. comput.,|22(4)|1993.|
485||s. goldman, m. kearns, and r. schapire.|||august||705-726,||exact identification of circuits using fixed points of amplification functions.|siam j. comput.,|22(4)|1993.|
486||s. a. goldman and m. j. kearns.|||||20-31,||on the complexity of teaching.|journal of computer and system sciences,|50(1)|1995.|
487||goldman, s. a., & kearns, m. j.|||||20-31.||on the complexity of teaching.|jcss 50(1):||(1995).|
488||s. a. goldman and m. j. kearns.|||february||20-31,||on the complexity of teaching.|journal of computer and system sciences,|50(1)|1995.|
489||s. a. goldman and m. j. kearns.|||||20-31,||on the complexity of teaching.|journal of computer and system sciences,|50(1)|1995.|
490||s. a. goldman and m. j. kearns.|||february||20-31,||on the complexity of teaching.|journal of computer and system sciences,|50(1)|1995.|
491||d. haussler, m. kearns, n. littlestone, m. warmuth.||and university of california at santa cruz information sciences department,|||pp. 42-55,|morgan kaufmann publishers,|equivalence of models for polynomial learnability.|technical report number ucsc-crl-88-06,||1988.|
492||david haussler, michael kearns, nick littlestone, and manfred k. warmuth.||||to appear. a preliminary version is available in proceedings of the 1988 workshop on computational learning theory, pages 42-55,|||equivalence of models for polynomial learnability.|information and computation.||1988.|
493||d. haussler, m. kearns, n. littlestone, m. warmuth.||and university of california at santa cruz information sciences department,|||pp. 42-55,|morgan kaufmann publishers,|equivalence of models for polynomial learnability.|technical report number ucsc-crl-88-06,||1988.|
494|cambridge, ma,|david haussler, michael kearns, nick littlestone, and manfred k. war-muth.|||august||morgan-kaufmann.||equivalence of models for polynomial learnability.|in proceedings of the 1988 workshop on computational learning theory,||1988.|
