id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes
453|Dirtiest Animals||14|1||||2005-01-01|Reality-TV||
454|To Open a Door||23|5||||1958-01-01|Drama||30
455|Deception||19|5||||1997-01-01|Crime,Drama,Mystery||
456||Bart Burns|||2007-01-01|1918-01-01||||actor,writer|
457|Heaven and Back||8|1||||2005-01-01|Comedy||
458||Alanna Goodman||||||||costume_designer,costume_department,producer|
459||Danielle Cormack||||1970-01-01||||actress,costume_designer,producer|
460||Ralph Moody|||1971-01-01|1886-01-01||||actor|
461||Rob Stefaniuk||||||||actor,director,editor|
462||Anita Louise|||1970-01-01|1915-01-01||||actress,soundtrack|
463||Ku Hye-Sun||||1984-01-01||||actress,director,writer|
464||Sakina Jaffrey||||1962-01-01||||actress|
465|Lady in Wet Paint||36|1||||1954-01-01|Drama||30
466||Thiago Lacerda||||1978-01-01||||actor|
467|Aristotle||4|1||||2003-01-01|Biography,Comedy,Documentary||
468|The Scandal||17|2||||1962-01-01|Adventure,Drama,Family||30
469|Parent's Night|||||||2000-01-01|Horror,Thriller||48
470||Patrick M. Crawford||||||||editor,editorial_department|
471||Dick Simmons|||2003-01-01|1913-01-01||||actor,stunts|
472||Gregg Vanzo||||1961-01-01||||animation_department,producer,director|
473||John W. Dunn|||1983-01-01|1919-01-01||||writer,animation_department,art_department|
474||Franziska Bronnen||||1940-01-01||||actress|
475||Robert Lowery|||1971-01-01|1913-01-01||||actor,soundtrack|
476|Schattenspiel||1|2||||1964-01-01|Drama||59
477|Wild Mangoes||28|2||||1961-01-01|Adventure||60
478||Malcolm Atterbury|||1992-01-01|1907-01-01||||actor|
479||Kuniaki Haishima||||||||music_department,composer,soundtrack|
480|Scott & Bailey||||||2016-01-01|2011-01-01|Crime,Drama,Mystery||45
481|Running with the Bulls||4|9||||2017-01-01|Comedy||32
482|The Near Unknown||1|6||||1958-01-01|Drama||30
483|The Desperado||11|2||||1961-01-01|Adventure,Drama,Family||30
484|Child of Luxury||3|1||||1962-01-01|Drama,Sport,Western||
485|The Alchemy of Art: David Mack|||||||2007-01-01|Biography,Documentary||107
486||Tian Jun Gu||||||||writer,miscellaneous,cinematographer|
487||Jaroslav Marvan|||1974-01-01|1901-01-01||||actor|
488||Galina Volchek|||2019-01-01|1933-01-01||||actress,director|
489|Pathala Bhairavi|||||||1951-01-01|Action,Adventure,Family||192
490||Remi Cohen|||||||||
491||Yukihiro 'Chachamaru' Fujimura||||1960-01-01||||music_department,soundtrack|
492||Brett Halsey||||1933-01-01||||actor|
493|Emergency in 114||26|8||||1961-01-01|Drama||30
494||Gwen Arner||||1932-01-01||||director,actress|
495|Wine Maker||7|3||||2007-01-01|Reality-TV||44
496||Tamara Chernova||||1928-01-01||||actress|
497||Mark Steel||||1960-01-01||||writer,actor|
498||Stuart Thompson|||1961-01-01|1901-01-01||||cinematographer,camera_department|
499||Domagoj Kobelscak||||||||actor|
500|The Pit of Silence||1|1||||1959-01-01|Adventure||48
501||Mark Stevens|||1994-01-01|1916-01-01||||actor,director,producer|
502||William H. O'Brien|||1981-01-01|1891-01-01||||actor|
503||Eddy Waller|||1977-01-01|1889-01-01||||actor|
504||Earl Parker|||2002-01-01|1927-01-01||||actor,stunts,miscellaneous|
505||Jordan Hughes||||||||actor|
506||Tom Lewis|||1988-01-01|1901-01-01||||producer,writer|
507||Lamont Easter||||||||actor,miscellaneous,visual_effects|
508|Three Minutes Too Late||17|2||||1954-01-01|Drama||30
509|Colors||19|3||||1995-01-01|Crime,Drama,Mystery||
510|Jobs That Bite||16|2||||2006-01-01|Reality-TV||
511||Ellen Burstyn||||1932-01-01||||actress,producer,soundtrack|
512||Tom Hern?ndez|||1984-01-01|1915-01-01||||actor|
513||Pilli Diwakar||||||||cinematographer,camera_department,actor|
514||Miriam Goldina|||1979-01-01|1898-01-01||||actress,miscellaneous|
515||Brian Bedford|||2016-01-01|1935-01-01||||actor,soundtrack,director|
516||Stefan Iliev|||2018-01-01|1935-01-01||||actor|
517|A New Step||7|7||||1959-01-01|Drama||30
518||Dawei Zhang||||||||director,writer,miscellaneous|
519|Eine Puppe f?r Klein-Helga||3|2||||1964-01-01|Drama||63
520||Paul Boocock||||||||actor|
521||J?rg Mauthe|||1986-01-01|1924-01-01||||writer,producer|
522||William Rabkin||||||||producer,writer,miscellaneous|
523|Treasure Hunt||13|2||||1961-01-01|Adventure||60
524||Erik Ekstrand||||1979-01-01||||actor|
525||Bill Tennant|||2012-01-01|1941-01-01||||actor,producer,writer|
526||Emil Rosenberger||||||||visual_effects,editor|
527||Rhys Williams|||1969-01-01|1897-01-01||||actor,miscellaneous|
528||Mirai Shida||||1993-01-01||||actress|
529|The Accused||11|5||||1958-01-01|Drama||30
530||Ken Remo||||||||soundtrack,actor|
531||D. Maria Legaspi||||||||writer|
532|A Girl Named Amy||29|1||||1963-01-01|Drama,Sport,Western||
533||Paul Guimard|||2004-01-01|1921-01-01||||writer|
534||Maureen Leeds|||1991-01-01|1924-01-01||||actress|
535||Alex Babic||||||||actor|
536||Gilbert Green|||1984-01-01|1914-01-01||||actor|
537|Episode #4.5||5|4||||2014-01-01|Crime,Drama,Mystery||44
538|Double Trouble||3|2||||1954-01-01|Drama||30
539||Janus Metz||||1974-01-01||||director,writer,camera_department|
540||Gary Oldman||||1958-01-01||||actor,soundtrack,producer|
541||Martin Strba||||1961-01-01||||cinematographer,director,writer|
542|Sex Opera|||||||2001-01-01|Adult,Drama,Romance||102
543|Paradise Lost||39|1||||1962-01-01|Adventure||30
544||Beverly Washburn||||1943-01-01||||actress|
545||Alvin Ganzer|||2009-01-01|1911-01-01||||director,assistant_director,writer|
546|The Intruders||2|2||||1960-01-01|Adventure||60
547||Vince Grittani||||||||writer,director,producer|
548||Eva Black||||1978-01-01||||actress|
549||Darryl Hickman||||1931-01-01||||actor,writer,producer|
550||Janice Rule|||2003-01-01|1931-01-01||||actress,soundtrack|
551||Raymond Chandler|||1959-01-01|1888-01-01||||writer,actor|
552||Joseph Della Sorte|||2003-01-01|1934-01-01||||actor,soundtrack|
553||Antti Hytti||||1952-01-01||||composer,music_department,sound_department|
554|Seeing Things||2|1||||2014-01-01|Crime,Drama,Mystery||59
555||Joanna Moore|||1997-01-01|1934-01-01||||actress,soundtrack|
556||David Mack||||||||animation_department,director,miscellaneous|
557||Walter Reed|||2001-01-01|1916-01-01||||actor|
558|Cannibals and Cavemen||3|1||||2004-01-01|Documentary||48
559|The Magician|||||||1999-01-01|Action,Adventure,Animation||30
560||Joachim Rake|||2000-01-01|1912-01-01||||actor|
561||Joel Marston|||2012-01-01|1922-01-01||||actor,miscellaneous|
562||Nick Riazi|||||||||
563||David Vanacore||||||||composer,soundtrack,music_department|
564||Jay Carson||||||||producer,writer,miscellaneous|
565|810 Franklin Street||22|6||||1959-01-01|Drama||30
566||Jayne Merkel||||||||writer|
567||Patricia Medina|||2012-01-01|1919-01-01||||actress|
568||Joan Fontaine|||2013-01-01|1917-01-01||||actress,soundtrack,producer|
569|Judith||17|1||||1960-01-01|Adventure||60
570||Eric Polich|||||||||
571||Simon Boswell||||1956-01-01||||composer,soundtrack,music_department|
572||Ju-hwan Lim||||||||actor|
573||Abner Biberman|||1977-01-01|1909-01-01||||director,actor,writer|
574|The Enchanted Schoolteacher||31|1||||1954-01-01|Drama||30
575||William Munchow|||1991-01-01|1915-01-01||||actor|
576||Francisco Rabal|||2001-01-01|1926-01-01||||actor,writer,director|
577||Richard H. Cutting|||1972-01-01|1912-01-01||||actor|
578||Hal Smith|||1994-01-01|1916-01-01||||actor,soundtrack|
579||Tom Mison||||1982-01-01||||actor,writer,soundtrack|
580||Fred Ebb|||2004-01-01|1928-01-01||||soundtrack,writer,music_department|
581||Debra Monk||||1949-01-01||||actress,soundtrack,producer|
582|Door to Death||8|1||||2001-01-01|Action,Drama,Mystery||
583||Eva Ingeborg Scholz||||1928-01-01||||actress|
584|Honor Bound||12|1||||1962-01-01|Adventure||
585||Hans Wiese||||||||writer|
586||Elin Pelin|||1949-01-01|1878-01-01||||writer|
587||Kelly Carver||||||||actress|
588||Jill Chen||||||||actress|
589||Barbara Stuart|||2011-01-01|1930-01-01||||actress|
590||Marika Carlsson||||1973-01-01||||actress|
591||William Brind||||||||editor|
592||Horst Niendorf|||1999-01-01|1926-01-01||||actor,miscellaneous,director|
593||Affonso Gon?alves||||||||editor,editorial_department,music_department|
594||Thurston Hall|||1958-01-01|1882-01-01||||actor,soundtrack,writer|
595|Trick or Treat||3|2||||2001-01-01|Comedy||30
596||Don Bagley||||||||actor|
597||Hans Olaf Henkel||||1940-01-01|||||
598|Sister Ann||15|6||||1959-01-01|Drama||30
599||Pepa Nikolova|||2006-01-01|1946-01-01||||actress|
600||Cesare Danova|||1992-01-01|1926-01-01||||actor|
601||Betty Lou Gerson|||1999-01-01|1914-01-01||||actress|
602|Chapter 70||5|6||||2018-01-01|Drama||59
603||Earl Numkina||||||||actor|
604|Heads, You Lose||27|1||||1960-01-01|Adventure||60
605||Sean Manning||||||||actor|
606|Wanted Dead or Alive: Part 2||7|7||||1998-01-01|Crime,Drama,Mystery||60
607||Lotti Mehnert|||2016-01-01|1936-01-01||||editor|
608|The Great War and Modern Memory||1|3||||2019-01-01|Crime,Drama,Mystery||59
609|Cold Blood, Warm Heart/The Spider and the Flies||2|2||||1994-01-01|Animation,Comedy,Fantasy||21
610|Sawtucket Festival||2|1||||1957-01-01|Adventure||30
611|The Clara Schumann Story||26|1||||1954-01-01|Drama||30
612||Rudolph E. Abel|||1974-01-01|1902-01-01||||producer,production_manager,director|
613||Yavuz Turgul||||1946-01-01||||writer,director,soundtrack|
614||Gretchen Thomas|||1964-01-01|1898-01-01||||actress|
615||Aryan Klein|||||||||
616||Alexis Smith|||1993-01-01|1921-01-01||||actress,soundtrack|
617||Mark Ravenhill||||1966-01-01||||writer,producer,director|
618||Radovan Lukavsk?|||2008-01-01|1919-01-01||||actor,soundtrack|
619|Boys Over Flowers||||||2009-01-01|2009-01-01|Comedy,Drama,Romance||70
620||Phil Bowker||||||||producer,writer,director|
621||Arthur Space|||1983-01-01|1908-01-01||||actor|
622||Steve Jones||||1955-01-01||||soundtrack,actor,composer|
623||William Allyn|||1999-01-01|1927-01-01||||producer,actor,director|
624||Werner Kreindl|||1992-01-01|1927-01-01||||actor|
625||Matt Barker|||||||||
626||Hans Schellbach|||1990-01-01|1925-01-01||||actor|
627||Roland Drake||||||||writer|
628||Fernando Gaviria||||1969-01-01||||actor,producer,writer|
629||Mike Keene|||2008-01-01|1909-01-01||||actor|
630||Dana Newell||||||||producer,writer,actress|
631|Scene of the Crime||18|4||||1996-01-01|Crime,Drama,Mystery||
632||Kyoka Izumi|||1939-01-01|1873-01-01||||writer|
633|The Terrorist Attack||5|3||||2002-01-01|Comedy||30
634||Jeffrey Hause||||||||writer,miscellaneous,producer|
635||Elmer Cossey||||||||camera_department,cinematographer|
636|Champagne for One: Part 1||2|1||||2001-01-01|Action,Drama,Mystery||
637|Second Rate Citizen||26|5||||1958-01-01|Drama||30
638||Frank McDonald|||1980-01-01|1899-01-01||||director,miscellaneous,actor|
639||Regina Adams|||||||||
640||Brian McDairmant||||||||cinematographer,camera_department,director|
641||Anish M. Thomas||||||||producer|
642||George Bradshaw|||1973-01-01|1909-01-01||||writer|
643||Billy West||||1952-01-01||||actor,soundtrack,music_department|
644||Daniel DeSanto||||||||actor,producer,casting_department|
645||Samuel Barnett||||1980-01-01||||actor,music_department,soundtrack|
646||Claudette Colbert|||1996-01-01|1903-01-01||||actress,soundtrack|
647||Daniel Probst||||||||actor,writer,producer|
648|Moppu g?ru|||||||2007-01-01|Drama||
649|The Silent Speaker: Part 2||14|2||||2002-01-01|Action,Drama,Mystery||
650||Mae Clarke|||1992-01-01|1910-01-01||||actress,soundtrack|
651|Three Men and Adena||5|1||||1993-01-01|Crime,Drama,Mystery||60
652||Beal Wong|||1962-01-01|1906-01-01||||actor,soundtrack|
653|Mutiny||13|1||||1957-01-01|Adventure||30
654|A Nero Wolfe Mystery||||||2002-01-01|2001-01-01|Action,Drama,Mystery||46
655||Eric Cleworth|||1999-01-01|1920-01-01||||animation_department,writer,director|
656|Chapter 21||8|2||||2014-01-01|Drama||48
657||Almut Eggert||||1937-01-01||||actress,make_up_department|
658|Mask of Evidence||4|7||||1959-01-01|Drama||30
659||Carl Crow|||1979-01-01|1936-01-01||||actor|
660||Piero Piccioni|||2004-01-01|1921-01-01||||composer,soundtrack,music_department|
661||Marcello Cannavale||||||||actor|
662||Jon Lormer|||1986-01-01|1906-01-01||||actor|
663||Steve Buscemi||||1957-01-01||||actor,director,producer|
664||Harold Fong|||1982-01-01|1911-01-01||||actor|
665||Jon Corn||||||||editor,director,editorial_department|
666||Silvia Caballero||||||||actress,production_manager|
667||Robert Middleton|||1977-01-01|1911-01-01||||actor|
668||Harry Bartell|||2004-01-01|1913-01-01||||actor,soundtrack|
669||Diane Boehm||||||||producer|
670||Shelley Berman|||2017-01-01|1925-01-01||||actor,producer,writer|
671|Fat||4|1||||2005-01-01|Comedy||
672|Pit Bull Sessions||15|6||||1998-01-01|Crime,Drama,Mystery||
673||Odalys Garc?a||||1975-01-01||||actress|
674||Lawrence Dane||||1937-01-01||||actor,producer,writer|
675|It's a Man's Game||11|2||||1954-01-01|Drama||30
676|Kabei: Our Mother|||||||2008-01-01|Drama||133
677||Tom Gries|||1977-01-01|1922-01-01||||director,writer,producer|
678||Bruce Bennett|||2007-01-01|1906-01-01||||actor,writer|
679||Manny Coto||||||||producer,writer,miscellaneous|
680|The Prize||16|1||||1961-01-01|Adventure,Drama,Family||30
681||Meir Dohnal||||1938-01-01||||writer,script_department,director|
682||William Douglas|||1989-01-01|1932-01-01||||actor|
683|Monkey Caretaker||21|2||||2006-01-01|Reality-TV||44
684||Harry Reynolds|||1971-01-01|1901-01-01||||editor,editorial_department|
685||Karel Dirka||||||||producer,manager|
686|Backyard Beach||2|1||||2016-01-01|Animation,Comedy,Family||
687||Isla Blair||||1944-01-01||||actress|
688||Cecily Hallack||||||||writer|
689||Joseph Dervin|||2005-01-01|1914-01-01||||editor,editorial_department|
690|Hyde and Go Shriek||8|1||||1993-01-01|Animation,Comedy,Fantasy||21
691|Just an Old Fashioned Love Song||3|7||||1998-01-01|Crime,Drama,Mystery||
692||Petya Silyanova||||1956-01-01||||actress|
693||Jeff Garlin||||1962-01-01||||actor,producer,director|
694||Holland Patent Public Library||||||||composer|
695||Mikhail Kozakov|||2011-01-01|1934-01-01||||actor,director,writer|
696||Marie Philips||||||||actress|
697||Keisuke Horibe||||1966-01-01||||actor,writer,director|
698||Richard H. Landau|||1993-01-01|1914-01-01||||writer,producer,miscellaneous|
699||Bojan Globan||||||||actor|
700||Zdenek Sirov?|||1995-01-01|1932-01-01||||director,writer,actor|
701||Andy Ackerman||||||||director,producer,editor|
702||Sebastian Cabot|||1977-01-01|1918-01-01||||actor,soundtrack|
703||George N. Neise|||1996-01-01|1917-01-01||||actor|
704||Moritz Denis||||1977-01-01||||composer,music_department,soundtrack|
705||Ralph Bell||||||||writer|
706||Reiko Kataoka||||1971-01-01||||actress,soundtrack|
707||Annabelle Apsion||||1960-01-01||||actress|
708||Budd Lesser|||1982-01-01|||||writer,miscellaneous|
709||John Bryant|||1989-01-01|1916-01-01||||actor|
710||Joe Pera||||||||actor,writer,producer|
711|Ernst Schneller|||||||1977-01-01|Biography,History||196
712||Dick Conway||||1935-01-01||||writer,script_department|
713||Carol Veazie|||1984-01-01|1895-01-01||||actress|
714|Love Story||11|1||||1953-01-01|Drama||30
715||Stacy Keach||||1941-01-01||||actor,producer,director|
716||Scott Lasser||||||||writer,producer|
717||Raymond Mazza|||||||||
718||Matthew C. Mills||||1972-01-01||||producer,director,writer|
719||Harry Carey Jr.|||2012-01-01|1921-01-01||||actor,writer,producer|
720|These Few Years||12|8||||1960-01-01|Drama||30
721|Bones of Contention||11|7||||1999-01-01|Crime,Drama,Mystery||
722||Lucy Goodrich||||||||writer|
723||Ray Chaaya||||1982-01-01||||actor|
724||Miguel Arteta||||1965-01-01||||director,producer,miscellaneous|
725||Joseph Wiseman|||2009-01-01|1918-01-01||||actor|
726||Henry J. Staudigl||||||||miscellaneous,editorial_department,writer|
727|Inga||16|1||||1954-01-01|Drama||30
728|The Haunted House||14|2||||1962-01-01|Adventure,Drama,Family||30
729||Vinton Hayworth|||1970-01-01|1906-01-01||||actor|
730||Silvia Munt||||1957-01-01||||actress,writer,miscellaneous|
731||Kim Hunter|||2002-01-01|1922-01-01||||actress,soundtrack|
732||Walter Wilz|||1983-01-01|1937-01-01||||actor|
733||Kate Cook|||||||||
734||Jeanne Blake||||||||writer|
735||Jason Alexander||||1959-01-01||||actor,writer,soundtrack|
736||Emiri Kato||||1983-01-01||||actress,soundtrack|
737|Chapter 55||3|5||||2017-01-01|Drama||52
738||Ki-Yong Bai||||||||director,miscellaneous,animation_department|
739|Vampiri, talasami|||||||1992-01-01|Drama||105
740|Stahlschrank SG III||5|4||||1966-01-01|Drama||73
741||Rolf Bayer||||1926-01-01||||writer,director,actor|
742||Bogoya Sapundzhyev||||1930-01-01||||production_designer,art_department,set_decorator|
743|Chapter 62||10|5||||2017-01-01|Drama||56
744|?r alla m?nniskor lika mycket v?rda eller?||2|1||||2018-01-01|Reality-TV||
745|Ein Anruf aus der Zone||2|5||||1967-01-01|Drama||73
746||Mary Long||||1951-01-01||||actress|
747|Hostage: Part 1||1|5||||1996-01-01|Crime,Drama,Mystery||
748||Lia Eibensch?tz|||1985-01-01|1899-01-01||||actress|
749||Kathleen Freeman|||2001-01-01|1919-01-01||||actress,soundtrack,miscellaneous|
750||Dawn Magowan|||||||||
751||Mary James||||||||actress|
752|The Lie||16|8||||1961-01-01|Drama||30
753|The Beauty Contest||26|1||||1961-01-01|Adventure,Drama,Family||30
754|Sin identidad||||||2015-01-01|2014-01-01|Action,Adventure,Crime||75
755||Claude Sautet|||2000-01-01|1924-01-01||||writer,director,assistant_director|
756||Anna Cottis||||||||actress|
757|Ten Little Roosters|||||||2014-01-01|Comedy,Crime,Mystery||58
758||Bobby Clark||||1944-01-01||||actor|
759||Clara Henry||||||||actress|
760||James Neilson|||1979-01-01|1909-01-01||||director,writer,actor|
761||Marlow Vella||||||||actor|
762||Roger Allam||||1953-01-01||||actor,soundtrack|
763|Dickie||24|2||||1955-01-01|Drama||30
764||James B. Clark|||2000-01-01|1908-01-01||||director,editor,miscellaneous|
765|Ya vstretil devushku|||||||1957-01-01|||91
766||Christian Doermer||||1935-01-01||||actor,director,producer|
767||Rachel McAdams||||1978-01-01||||actress,soundtrack|
768||Sung-tae Heo||||||||actor|
769||Tay Garnett|||1977-01-01|1894-01-01||||director,writer,actor|
770||Michael Baseleon|||1986-01-01|1925-01-01||||actor|
771||David J. Stewart|||1966-01-01|1915-01-01||||actor|
772|The Waiting Game||7|3||||1955-01-01|Drama||30
773|Black and Blue||3|2||||1994-01-01|Crime,Drama,Mystery||
774|The Weapons Man||26|1||||1963-01-01|Drama,Sport,Western||60
775||Til Kiwe|||1995-01-01|1915-01-01||||actor|
