id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/job
281|Have a Conscience||Kellerman is disappointed with his treatment in the press (or rather the lack of it). Back on the job, Mike gets his first case. There was a shopkeeper who was killed for chasing the drug dealers out of his corner. The prime suspect is Luther Mahoney. Frank tries to reconnect with Tim who is still resolved to no longer be Frank's partner. Mike is visibly on the edge, with all the pressures of the past months and his reputation tarnished, and agitated by the fact that Luther Mahoney may get away with another murder. Meldrick tries to talk him down, not anxious to lose another partner.|13.0|5.0|1997-01-17|
282||Nancy McCarthy|||||guestStars
283||Robert Florey|||||director
284||Clark Johnson|||||director
285||John Kneubuhl|||||writers
286|Episode 15|||15.0|1.0|2015-08-24|
287||Julie Martin|||||director
288||??????? ?|||||directors
289||Andrew Borba|||||guestStars
290||Sophie Ash|||||actor
292||Tim Kazurinsky|||||guestStars
293||Amy Aquino|||||guestStars
294|Fujiko Mine's Lie, Part 2||Fujiko befriends a young boy whose late father hid away a treasure, but a killer is on the boy's trail.|6.0|0.0|2019-05-31|
296||John van Dreelen|||||guestStars
297||Kay Reindl|||||writers
298||Meeri Koutaniemi|||||guestStars
300||Rick Hammerly|||||guestStars
301||Melissa McCarthy|||||guestStars
302|Homicide: Life On The Street||Based on the factual book Homicide: A Year On the Killing Streets by journalist David Simon, the series charts the lives of a team of homicide detectives in Baltimore, Maryland, both on and off the clock. |||1993-01-01|
303|Poison a la Carte||A lecherous producer is killed at a dinner prepared by Fritz. The suspects include the five waitresses, but no one knows who gave him his food.|8.0|2.0|2002-05-26|
304|Gourd Maker||Mike Rowe cleans out a Connecticut lake and then turns gourds into artwork in Pennsylvania.|25.0|4.0|2008-12-09|
305|Hand Walk II ~ Banzai 90 ~ Giant Ball|||12.0|1.0|2008-02-03|
306||Derek Cecil|||||actor
307|The Forbidden Sea||After rescuing a man and being led astray, Troy soon learns that the man has conned him into bringing his passengers to a military test site, to use their presence -- and their deaths, if necessary -- as a protest to halt nuclear bomb tests.|25.0|1.0|1960-04-04|
308|Nothing Personal||Crosetti's caseload is distributed among the detectives and Howard's 100% clearance rate may be in jeopardy when she gets his most difficult unsolved case; this is further complicated when Beau misplaces some new evidence. Gee meets one of Megan's friends at lunch and is convinced she isn't interested in him because he is too black. The guys close on the bar but wind up penniless when they must pay extra fees that they weren't aware of. Beau looks to Megan for comfort when he can't recover the evidence and it looks as though Beth and kids are never coming back.|18.0|3.0|1995-04-21|
310||Wendell Jordan|||||guestStars
311|We're All in This Together||Third day of traveling and the youths seem to be having a great time, until money gets in the way. The struggle of satisfying all four members with a tight budget is not so easy and Seung Yoon is not the only one who’s stressed out about it. Over a pair of pants and over a pack of corn, the four members wrestle to keep it cool throughout a trip they only dreamed of.|3.0|5.0|2017-11-21|
312||Mia Barron|||||guestStars
314|Damaged||After promising that the chaos of her personal life was behind her, Rachel is torn when she discovers that her mother's new boyfriend is a violent domestic abuser. Janet goes on her first date, but gets cold feet at the last minute when the idea of having to sell herself to a stranger makes her heart sink. The murder of a gay man has all the markings of a hate crime, but why is his friend struggling to answer some simple questions?|3.0|4.0|2014-09-24|
315||Lance Lewman|||||guestStars
316||Kodjo Akolor|||||guestStars
317||Rolfe Sedan|||||guestStars
318||Tomoyuki Itamura|||||directors
319||Jacob Radis|||||guestStars
320|Roadkill Cleaner||Golf ball diver, horse breeder, roadkill collector |21.0|0.0|2003-11-21|
321|P-I-PILOT||Maya DiMeo moves her family to a new, upscale school district when she finds the perfect situation for her eldest son, JJ, who has cerebral palsy. While JJ and daughter Dylan are thrilled with the move, middle son Ray is frustrated by the family's tendencies to constantly move, since he feels his needs are second to JJ Soon, Maya realizes it is not the right situation for JJ and attempts to uproot the family again. But JJ connects with Kenneth, the school's groundskeeper, and asks him to step in as a his caregiver, and Ray manages to convince Maya to give the school another chance.|1.0|1.0|2016-09-21|
322||Kevin Brewerton|||||guestStars
324||China Moo-Young|||||director
325|The Wanda Beach Murders/Beaumont Children Mystery||'CI investigates into two of the most infamous unsolved mysteries in Australian criminal history are examined in The Wanda Beach Murders and The Beaumont Children Mystery.In 1965, when Australian teenage culture was centred on sun, sand, and surf, the nation was shocked by the brutal bashing, rape and murder of two 15-year-old girls in the sand hills at Sydney's Wanda Beach.A massive police hunt failed to find the killer but now, more than 40 years later, there is growing evidence that he could be a known psychotic murderer. A year later, on an Australia Day outing to a beach in Adelaide, three small children, Jane, Arnna, and Grant Beaumont, disappeared suddenly and without a trace. Were they abducted by the man seen playing with them at the beach, or were they buried in an accident, as claimed by a world-famous clairvoyant who was flown to Adelaide from Europe by the media and concerned local citizens? Are they still alive?|11.0|1.0|2005-08-01|
327|Chapter 16||Tension rises between Francis and Raymond Tusk as the situation with China deteriorates. A battle in the Senate pits Francis against the Republicans.|3.0|2.0|2014-02-14|
328||Doc Hammer|||||guestStars
329||Dakota Love|||||guestStars
330|The Korean Bookie||Larry has his jacket borrowed without permission, but he manages to end up the bad guy. Meanwhile, his investigation into what happened to Jeff's missing dog, Oscar, leads him to suspect his Korean bookie.|9.0|5.0|2005-11-27|
331|20 years innit!||'Kiss my chuddies, man, Goodness Gracious Me is 20!And to celebrate this ground-shaking, award-taking and mould-breaking show, BBC Two is looking back at some the funniest and most loved moments as we reveal the ten most memorable sketches - decided by comedy fans on a supporting BBC website. We will feature exclusive interviews with its stars and creators alongside other comedians who are fans of the series.|9.0|0.0|2018-12-22|
332||Charles Napier|||||actor
333|A Penny a Day|||27.0|2.0|1961-04-24|
334||Gareth Carrivick|||||directors
335||Polly Holliday|||||guestStars
336||Koji Kataoka|||||guestStars
337||Eric Overmyer|||||writers
338||Sally Wainwright|||||writers
339|The Smoking Jacket||'His father's smoking jacket and ''bathroom contamination'' cause grief for Larry.|6.0|5.0|2005-11-06|
340|Leather Tanner||Mike goes to Georgia to learn how to make artistic jugs. He then joins Richard Meyer and his sons in upstate New York to learn the ancient trade of tanning leather.|11.0|3.0|2007-07-17|
342||Charlie Haskell|||||directors
343|India Special||One-off special of the British-Asian sketch show. Meera Syal, Sanjeev Bhaskar, Nina Wadia, Kulvinder Ghir and Dave Lamb are back together for an India-themed episode.|8.0|0.0|2015-08-25|
344||Rob Stefaniuk|||||guestStars
345||Jim Davis|||||guestStars
346||Kyle Secor|||||directors
347||John Rhys-Davies|||||guestStars
348||Don Stark|||||guestStars
349||Peter Medak|||||director
350|Chapter 67||Claire clashes with the Shepherds and Mark Usher, who pressure her to sign the Future Act. Doug makes an unexpected move.|2.0|6.0|2018-11-02|
351||Christopher Walker|||||guestStars
352||Michael Morris|||||directors
353||David Rupel|||||writers
354|Youth Over Flowers||Youth Over Flowers is a South Korean travel-reality show which premiered on tvN in 2014.|||2014-08-01|
355||Justus Addiss|||||director
356||Alan Taylor|||||directors
357||David St. Louis|||||guestStars
358||Rudolf Jugert|||||director
361||Robert F. Simon|||||guestStars
363||Jack Gwaltney|||||guestStars
364|Fix it, Mum and Dad||Monty thinks mums and dads can fix everything, until his tell him they won't be able to repair his broken toy helicopter.|43.0|1.0|2017-05-03|
365||Jonathan Brough|||||directors
366||William Shatner|||||guestStars
367|The Next Witness||Nero has to testify in the murder trial of Leonard Ashe. Worried that his testimony will convict Ashe, Wolfe does some investigating of his own and discovers a blackmail scheme.|3.0|2.0|2002-04-21|
368||Jean St. James|||||guestStars
369|Bamboo Derby ~ Quick Muscle ~ Daruma 7|||6.0|1.0|2008-02-03|
370||Shana Goldberg-Meehan|||||directors
371||Scott Silveri|||||writers
372|Prisoner in Paradise||The Tiki is commissioned to pick up two nuns and a nurse who are working on a volcanic island near Samoa.|20.0|1.0|1960-02-29|
374||Alfred F. Woodley|||||guestStars
375|Dead End||The detectives continue chasing their only lead, the child molester. Munch is teamed with Stan's old partner. Beau has no feeling in his foot, but feels guilt about Kay's condition. Stan's ex-wife arrives in town, but has a hard time going to see him at the hospital. Barnfather and Granger want Russert to review Gee and see if he was negligent in his duties regarding the paperwork that led to the shooting. The pedophile is located and it is discovered he was responsible for the strangulation of a young boy, but not the shooting of the three detectives.|13.0|3.0|1995-02-03|
376|Round and Round||Jeanie tells Monty that going around in circles won't help find their missing keys, but Monty isn't so sure.|51.0|1.0|2017-07-10|
377||LaShada Jackson|||||guestStars
378||Riku Rantala|||||actor
380||Akiyuki Shinbo|||||director
381||Lynne Thigpen|||||guestStars
382||Gary Kroeger|||||guestStars
383|Car Periscope||Larry and Jeff weigh an investment opportunity; Wanda Sykes preempts Larry’s training schedule. |8.0|8.0|2011-08-28|
384||Jay Huguley|||||guestStars
385||Ron Lagomarsino|||||directors
386||Sarah Chalke|||||guestStars
387||J?rgen Goslar|||||directors
388||Liz Cackowski|||||guestStars
390||Andre Braugher|||||actor
393|The Moorhouse Horrors / The Call Girl Killing||We investigate the story of David and Catherine Birnie, Australia's most sadistic husband and wife killing team who tortured, raped and murdered four women in 1986.  We also look into the murder of Call Girl Roslyn Watson which had remained unsolved for more than 15 years and would have stayed that way if it wasn't for the tenacious efforts of a bright young Western Australian Police Detective. |6.0|1.0|2005-08-01|
394||John Crowley|||||directors
395||Robert B. Weide|||||director
396|How I Got My Globe||A new teacher arrives at school who really may be one of the Beautiful People. Can this really be true? Simon and Kylie finally try to leave Reading for ultra glamorous London. In New York older Simon gets homesick.|6.0|1.0|2008-11-06|
397||Fred Freiberger|||||writers
398||Toufuyashi|||||writers
399||Lily Bleu Andrew|||||guestStars
401|Chapter 37||Things turn ugly when Frank, Jackie, and Heather square off during their first debate. Tom joins Claire on the campaign trail.|11.0|3.0|2015-02-27|
402||Terina Drayton|||||guestStars
403||????|||||directors
404||Jeff Schaffer|||||writers
405||Jackie Benoit|||||guestStars
407||Allen Coulter|||||directors
408||Yvonne DeCarlo|||||guestStars
410||Penelope Ann Miller|||||guestStars
411||Nick Olcott|||||guestStars
413||Susanna Koski|||||guestStars
414||Nathaniel Siegler|||||actor
415||Dan Kinsella|||||guestStars
416||Christopher McCulloch as Jackson Publick|||||writers
