id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/numberOfSeasons|http://dbpedia.org/ontology/numberOfEpisodes|http://dbpedia.org/ontology/birthDate|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/last_air_date|https://www.scads.de/movieBenchmark/ontology/release_year|http://dbpedia.org/ontology/runtime|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/origin_country
228|Cold Sweat (2)||Last time on The Magician, Ace was traped in the cryogenic chamber because Gus's revenge. Cosmo and Dr. Charles opened the chamber Ace is in but his body slowly breaks up into pieces as Cosmo touches it. But that Ace was a phoney because the real Ace just showed up. Gus Moreland's condition is dangerously critical and he apologizes Ace for his rude attitude and wants to know the whole truth. Ace tells him what happen the day they try to steal the money from a sciece company. Ace then explains about Jac Malone and how he said Gus is out of the gang and lied to Ace that Gus can get out there himself. Gus gets real mad at Jack or in other words, Black Jack. So now he's going after his family to avenge Black Jack. Ace gets in the way when the Cryogenic Center collapsed. Ace survives and Cosmo and Vega goes to Croesus Palace to keep an eye on Black Jack while Ace goes to Mona's house to warn her not leave her home for her life is now in danger. Gus arrives at the Croesus Palace and arranges|22.0|1.0||||1999-07-10||1999-01-01|||
229||Tiberio Murgia||||||||||||
230|Legacy|||29.0|4.0||||1957-04-21||1957-01-01|||
231|Gone Fishin'/A Little Body of Work||'In ''Gone Fishin','' Randy seems to find his uncle's fishing hobby distasteful, but Uncle Ned claims that ''if you take the bait, you pay the price'' -- a lesson that Ned's soon to learn from the fish.In ''A Little Body of Work,'' Eddie and Herman challenge Kevin to a race in the Mustang he's rebuilding.  The hoodlums go to great lengths to win the race, only to have their devious plan revealed by Kevin's Mustang.|4.0|1.0||||1993-10-09||1993-01-01|||
232|Episode 3||Janet goes on her first date. The murder of a gay man has all the markings of a hate crime, but why is his friend struggling to answer some simple questions?|3.0|4.0||||2014-09-24||2014-01-01|||
233||Akihisa Takano||||||||||||
234|Furi Kiri (Full Swing)||'After Haruko helps an amateur baseball team beat Mabase's down-on-their-luck team, the Martians, in a game, Shigekuni retaliates by drafting Canti onto the Martians. Meanwhile, Haruko and Kamon are ''fooling around'', and Naota isn't sure whether to be disgraced.|4.0|1.0||||2000-04-26||2000-01-01|||
235||Bettina Feddersen||||||||||||
236|Thor||Jeff leaves his wife Susie, and worries that his private life will become public in court. Jeff's concern affects Larry, who becomes obsessed with showing Cheryl how normal he is. Meanwhile, Larry seeks revenge on pro wrestler Thor Olson, who he believes slashed his tire after an argument on the road.|2.0|2.0||||2001-09-30||2001-01-01|||
237||John P. Fasal||||||||||||
238||Jo Hee-Bong||||||||||||
239||Kwassa Films||||||||||||BE
240||Adam F. Goldberg||||||||||||
241||Marika Carlsson||||||||||||
242|Ludwig van Beethoven||'Mark Steel turns up the volume on Beethoven with his tribute to a manwho was the nearest eighteenth-century Vienna got to not only JimiHendrix, but also Captain Sensible. Unflinchingly exposing Ludwig’sanger management issues and his dependence on Ceefax’s 888 subtitleservice, Mark Steel sets Beethoven in his revolutionary context andreveals the quirks of his character the history books gloss over.Taking in the revolutionary nature of the Freemasons, Haydn’scontractual similarity to Prince, Beethoven’s unusual fondness forsemi-hemidemisemiquavers and his love-hate relationship withNapoleon, The Mark Steel Lectures once again combines uniquereconstructions with inventive graphics to bring Beethoven right upto the minute.|1.0|2.0||||2004-11-05||2004-01-01|||
243||20th Century Fox||||||||||||US
244|Episode 28|||28.0|1.0||||2003-02-21||2003-01-01|||
245||Josef Dvo??k||||||||||||
246||George Marshall||||||||||||
247|Secret of the Trash House: The Pupil in the Wall (2)|||7.0|1.0||||2017-02-11||2017-01-01|||
248|Blood Wedding||Frank gets his first case as a primary-- unfortunately it is a case that involves the shooting of Danver's fianc?©e. Danvers is concerned about Frank being the primary and keeps throwing his opinions into the investigation. Danvers changes his perspective on the death penalty and also reflects on his past performance in many of the cases he's tried. Brodie continues to look for housing; the latest place he tried staying was the morgue. Kellerman is discouraged when it appears as though Cox may have only been looking for a one-night stand and nothing more-- so he takes a sick day. Gee takes some time out of his day to have a talk with Kellerman's former partners to see where they stand with him in regard to their testimonies to the grand jury. He also sees the Deputy Commissioner to see what can be done for Kellerman; what he learns instead are some truths about the Gaffney promotion.|10.0|5.0||||1996-12-13||1996-01-01|||
249||Leon Dekker||||||||||||
250||Kirk Baxter||||||||||||
251|Friends of Danny Beecher|||17.0|1.0||||1974-03-29||1974-01-01|||
252||Joshua I. Kolden||||||||||||
253|Drawn & Quartered||Aspiring artist Ralph finds a magic pencil that allows him to put life into his drawings and take revenge on the bullies who have been harassing him, but revenge isn't as sweet as he thought.|8.0|3.0||||1999-10-28||1999-01-01|||
254||David Tit?ra||||||||||||
255|The Beautiful Game||Monty questions whether you can only play a game if you have all the correct equipment.|10.0|1.0||||2016-07-01||2016-01-01|||
256||Wolfgang Liebeneiner||||||||||||
257||Frank Zweers||||||||||||
258|Buoy Cleaner||Mike Rowe gets dirty in Oregon making shingles and then jumps on a Coast Guard ship to clean dirty buoys.|4.0|4.0||||2008-01-29||2008-01-01|||
259|Case Book|||27.0|2.0||||1955-03-06||1955-01-01|||
260|A Voice in the Dark|||1.0|1.0||||2017-01-14||2017-01-01|||
261|Paradise Lost|||3.0|1.0||||1959-10-26||1959-01-01|||
262||Alison Barnett||||||||||||
263||Mia Frye||||||||||||
264||Gary Fleder||||||||||||
265||Daniel Palisa||||||||||||
266||Ghantasala||||||||||||
267||Henry Bromell||||||||||||
268||Deb Lyons||||||||||||
269||Manish Raval||||||||||||
270||Johann von V?s?ry||||||||||||
271||Lynn Stone||||||||||||
272||Lira Films||||||||||||FR
273||Daniel Brisseau||||||||||||
274|In Search of Crimes Past||'A 16-year-old murder case must be reopened when the daughter of the convicted killer holds Col. Barnfather hostage. Pembleton and Bayliss investigate an elderly man whose wife died of drowning in the bathtub. Gee and the newly appointed Capt. Russert clash over the handling of the hostage situation. Bolander, Munch, Howard and Felton must go to the archives to find the records of the case. Lewis meets a strange homeless man who's witnessed the suicide of a man who committed the original murder and the detectives race to overturn the previous conviction. A new ''''old'''' bartender tries to convince Munch to go with the latest rage, microbreweries. Bolander and Lewis try to connect the suicide victim to the man on death row.|17.0|3.0||||1995-04-14||1995-01-01|||
275||Flemming Rasmussen||||||||||||
276|The Little Witness|||5.0|5.0||||1957-11-24||1957-01-01|||
277||Bhushan Rao||||||||||||
278|Louise|||24.0|4.0||||1957-03-10||1957-01-01|||
279||Larry Charles||||||||||||
280||Kazuya Shiotsuki||||||||||||
281|The Locked Room||A hidden image at the burned-out church leads Cohle and Hart to Joel Theriot, a tent-revival minister whose parishioners finger a scarred “tall man” seen with Dora Lange. Brought in for interrogation, a sex offender matching the description is quickly dismissed by Cohle, despite offering a confession. Hart gets sidetracked after Maggie sets Cohle up with a friend at a C&W bar. Looking to establish a pattern of murder, Cohle pores over old case files, finding a connection with a woman assumed to have drowned years earlier.|3.0|1.0||||2014-01-26||2014-01-01|||
282||Ra?l Prieto||||||||||||
283||Franz K?chel||||||||||||
284||Andrew Eio||||||||||||
285|The Northern Lights||The Four Dummies continue their journey in Iceland. After a long day in the wilderness, they finally get to see the Northern Lights in the city of Vik. They are once again stunned by the beauty of Mother Nature and think of their loved ones back in Korea. For the first time, they enjoy a meal at a local restaurant and fall in love with its exotic dishes.|4.0|3.0||||2016-01-22||2016-01-01|||
286|Resurrection||Richard becomes an unwilling pawn in Mord'Sith Denna's plot to control the throne Darken Rahl's death left vacant.|7.0|2.0||||2010-01-09||2010-01-01|||
287||Robert Morgan||||||||||||
288||Willem Dafoe||||||||||||
289||Stephen Dillane|Stephen Dillane (born 30 November 1956) is an English actor. He won a Tony Award for his lead performance in Tom Stoppard's play The Real Thing.|||||1956-11-30||||||
290||ABS-CBN||||||||||||PH
291||Gina Lynn||||||||||||
292||Danny Miller||||||||||||
293|Tears of a Sea Cow||The Monarch gets word that Dr. Venture and Brock are at a science conference, and decides to launch an attack on the Venture compound.|8.0|3.0||||2008-07-20||2008-01-01|||
294||Brinley Jenkins||||||||||||
295||Howard Braunstein||||||||||||
296||Stefka Yanorova||||||||||||
297||Cody Fern||||||||||||
298|Series 4, Episode 4|||4.0|4.0||||1993-03-11||1993-01-01|||
299||John Cusack||||||||||||
300|M.E., Myself and I||The new Chief Medical Examiner (CME), Julianna Cox, speeds into town. An FBI agent, Pandolfi, conducts interviews with the squad about Kellerman. Frank looks for way to celebrate his anniversary with his wife. The new CME arrives on the scene of a homicide that Lewis and Bayliss are working on, they lay down their respective ground rules. Bayliss' murderer confesses to committing another crime. Kellerman is worried by the ongoing investigation and takes it out on another arson officer. Brodie offers to make chili for the Lewis family but the dinner turns into a fight for Meldrick and his wife. From a suggestion by Frank, Bayliss and Lewis get the other body exhumed and checked out. Frank and Mary celebrate their anniversary. Bayliss gains some insight into the new CME.|5.0|5.0||||1996-11-01||1996-01-01|||
301|Episode 8||At last Jihu and Jandi go on an official date. Invited to Jihu's house, Jandi smiles bitterly at the remnants of Seohyun found all over the house. Tailing the two, Junpyo discovers that he still has feelings for Jandi. Meanwhile, Jandi rushes to the hospital upon hearing that Junpyo has been in an accident. There, she realizes her true feelings for Joon-pyo.|8.0|1.0||||2009-01-27||2009-01-01|||
302||DreamWorks Animation||||||||||||US
303|Time and Place Unknown (2)|||12.0|1.0||||1974-02-15||1974-01-01|||
304||Sean C. Cunningham||||||||||||
305||Kathleen McGlaughlin||||||||||||
306|Big Guns: The Muscular System||Hank tells us the story of the complicated chemical dance that allows our skeletal muscles to contract and relax.|31.0|1.0||||2012-08-27||2012-01-01|||
307|Backyard Beach||When the Kazoops car breaks down, Monty wonders whether you can have can have a fun day out without ever leaving your home.|2.0|1.0||||2016-06-21||2016-01-01|||
308|Denna||Richard is captured by a Mord'Sith named Denna, who can manipulate any form of magic directed at her.|8.0|1.0||||2009-01-10||2009-01-01|||
309|Spray Insulation Technician|||24.0|3.0||||2007-11-27||2007-01-01|||
310||Llu?s Maria G?ell||||||||||||
311|Chapter 24||A Special Prosecutor interrogates Francis. Remy Danton tries to keep his options open. Stamper wrestles with his demons.|11.0|2.0||||2014-02-14||2014-01-01|||
312||Mikhail Gluzskiy||||||||||||
313|Palestinian Chicken||A Palestinian chicken restaurant is incredibly popular with Larry and his friends despite its open hostility towards Jews and Israel. Meanwhile, Larry's approached to inform people that their habits are agitating by family members too scared to do so.|3.0|8.0||||2011-07-24||2011-01-01|||
314|600 Seconds|||22.0|2.0||||1955-01-30||1955-01-01|||
315||Vahid Hamidovic||||||||||||
316|The Closing Circle||Vincent Michelet finds that his mother, who he believed dead, is alive in a Swiss Hospital. And his mother tells him that another member of the family is also still alive, his Aunt Vivian, who has a price on her head for collaborating with the Nazis.|5.0|3.0||||1961-10-29||1961-01-01|||
317||John Paxton||||||||||||
318||Kevin Herd||||||||||||
319||Jennifer Dahlman||||||||||||
320||Frank Lanning||||||||||||
321||Mel Berns||||||||||||
322|Martha's Beau|||16.0|2.0||||1962-01-22||1962-01-01|||
323||Justin Elterman||||||||||||
324||Bill Cain||||||||||||
325||Samara Felippo||||||||||||
326|Son, This is Your Father|||27.0|1.0||||1954-03-28||1954-01-01|||
327||Dora Venter||||||||||||
328|The City That Bleeds (1)||Bolander, Munch, Howard and Felton all meet to serve a warrant, but Bolander, Howard and Felton are shot in an ambush. Pembleton becomes the primary in the investigation and is partnered with a detective who specializes in the psychology of their prime suspect: a pedophile. Stan's ex-partner Mitch Drummond offers his help. Kay's father and Beau's wife and the kids come to the hospital. A clerical error is discovered to be the cause of why the detectives went to the door marked 201, instead of 210.|12.0|3.0||||1995-01-27||1995-01-01|||
329||Amanda Mealing||||||||||||
330||Cameron Henderson||||||||||||
331|The Lamp|||4.0|2.0||||1954-09-19||1954-01-01|||
332|Chapter 48||At the convention, Frank and his team publicly push for Catherine Durant to be chosen as his running mate, but privately pursue a different agenda.|9.0|4.0||||2016-03-04||2016-01-01|||
