id|name|description|price
1001|Apple iPod touch 16GB Flash Portable Media Player - MB531LLA|Audio Player Video Player Photo Viewer - 3.5' Color LCD - 16GB Flash Memory|309.99
1002|Canon EOS 50D 15 Megapixel SLR Digital Camera with Live View & Face Detection 3' LCD 6.3fps & DIGIC 4 Image Processor - Body Only - 2807B006||1127.95
1003|Canon EOS 50D 15 Megapixel SLR Digital Camera w/28-135MM IS USM Lens Live View & Face Detection 3' LCD 6.3fps DIGIC 4 Image Processor & HDMI output - 2807B005||1301.30
1004|Coby Electronics TF-TV1514 15' LCD TV|15' - Active Matrix TFT - ATSC NTSC - 16:9 - 1280 x 800 - HDTV|149.99
1005|LG 42PG20 - 42' Widescreen 720p Plasma HDTV - 20000:1 Dynamic Contrast Ratio||
1006|SONY 42IN BRAVIA LCD V-SERIES 1080P HDTV - KDL42V4100||1098.72
1007|Sony DPFD80 Digital Photo Frame|Photo Viewer - 8' LCD|
1008|Transcend 2.5 Solid State Disk (SSD) 128GB SATA MLC with Build-In ECC - TS128GSSD25S-M||
1009|VholdR 2200 Mount Adhesive (Black)||
1010|Denon AVR2809CI A/V Receiver|Dolby Pro Logic IIx Dolby Digital EX DTS-ES Discrete DTS-ES Matrix DTS Neo:6 Dolby TrueHD Dolby Digital Plus Neural SurroundAM FM|1198.00
1011|TH-58PZ850U 58' Plasma TV (Widescreen 1920x1080 30000:1 HDTV) - TH58PZ850U||2999.97
1012|MOTOROLA T305 BLUETOOTH VISOR SPEAKER PHONE CAR KIT - RETAIL - 89082J||46.93
1013|Aliph Jawbone 2 Silver Bluetooth Headset - Retail - 84442VRP||89.99
1014|Sony VAIO CS Series VGN-CS180J/W 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor 4 GB RAM 320 GB Hard Drive Blu-ray Drive Vista Home Premium- White - VGNCS180J/W||1219.00
1015|Sony VAIO CS180J/Q Notebook - VGNCS180J/Q|Sony VAIO CS Series VGN-CS180J/Q 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor 4 GB RAM 320 GB Hard Drive Blu-ray Drive Vista Home Premium- Black|1239.97
1016|Sony VAIO CS180J/P Notebook - VGNCS180J/P|Sony VAIO CS Series VGN-CS180J/P 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor 4 GB RAM 320 GB Hard Drive Blu-ray Drive Vista Home Premium- Pink|1199.99
1017|Sony VAIO CS Series VGN-CS180J/R 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor 4 GB RAM 320 GB Hard Drive Blu-ray Drive Vista Home Premium- Red - VGNCS180J/R||
1018|SONY IPOD/PHONE DOCK CLOCK RADIO BLACK NIC - ICFC1IPMK2BLK||80.25
1019|SONY IPOD/PHONE DOCK CLOCK RADIO BLACK NIC - ICFC1IPMK2WHI||61.42
1020|IH9B6R BLACK ALARM CLOCK F/IPODPERPCHARGES DOCKED IPOD REMOTE CONTROL||
1021|Sony BDV-IS1000 Blu-ray Disc Home-Theater System - Precision Cinema HD via HDMI upscaler / BRAVIA Theatre Sync direct key / x.v.Color / XMB Xross Media Bar / 800Hz Cutoff Frequency||
1022|Apple MacBook Notebook - MB467LLA|Intel Core 2 Duo 2.4GHz - 13.3' WXGA - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet Wi-Fi Bluetooth - Mac OS X 10.5 Leopard|1549.99
1023|VholdR Wearable Camcorder (Black) - 1102||
1024|Sharp AQUOS BD-HP21U Blu-ray Disc Player|BD-RE DVD+RW DVD-RW CD-RW - BD Video DVD Video JPEG CD-DA MPEG-2 VC-1 AC3 LPCM Playback - Progressive Scan|218.63
1025|Sharp AQUOS BD-HP50U Blu-ray Disc Player|BD-RE DVD+RW DVD-RW CD-RW - BD Video DVD Video CD-DA JPEG VC-1 MPEG-2 AC3 LPCM Playback - Progressive Scan|266.96
1026|Sharp LC-52D85U - 52' Widescreen 1080p LCD HDTV - 120Hz - 4ms Response Time||1648.72
1027|Battery and Bag Bundle for Panasonic Camcorders - VBG-VBB1STRKIT||
1028|Sharp AQUOS LC-42D85U 42' LCD TV|42' - Active Matrix TFT - ATSC NTSC - 16:9 - 1920 x 1080 - HDTV - 1080p|1076.65
1029|Escort Passport 9500ix Radar/Laser Detector||439.99
1030|KITCHENAID KPFP850OB - Food Processor||
1031|Chestnut Hill CHS40001 Chestnut Hill George Ipod Dock Compact Stereo System||499
1032|Escort 9500CI Escort GPS Radar Detector||1475.99
1033|Sony ICD-B600 512MB Digital Voice Recorder - ICDB600|512MB Flash Memory - LCD - Portable|30.45
1034|Canon PSC-4000 Deluxe Leather Case N - 3528B001||35.99
1035|Canon CLI-221 Color Ink 4-Pack (Black/ Cyan/ Magenta/ Yellow) - 2946B004||44.99
1036|Sony BRAVIA VPL-HW10 Digital Projector - VPLHW10|1920 x 1080 - 22.05lb|
1037|Apple MacBook Pro Notebook - MB471LL/A|Intel Core 2 Duo 2.53GHz - 15.4' WXGA+ - 4GB DDR3 SDRAM - 320GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet Wi-Fi Bluetooth - Mac OS X 10.5 Leopard|2369.00
1038|Altec Lansing IMT702 inMotion MAX Portable Speaker System for iPhone||133.96
1039|Transcend 8GB microSDHC Card - Class 6 - TS8GUSDHC6||14.95
1040|Flip Video MinoHD 60 min Black - F460B||232.5
1041|Samsung BDP2500 - BD-P2500||301.05
1042|Denon DVD-1800BD Blu-ray Disc Player|BD-R DVD-R CD-R Secure Digital (SD) - BD Video DVD Video WMA MP3 DivX 6 JPG Playback - Progressive Scan|499
1043|Canon EOS 5D Mark II Digital SLR Camera - 2764B003|21.1 Megapixel - 16:9 - 3' Active Matrix TFT Color LCD|3699.99
1044|Canon Rebel XSi/XS Starter Kit - 9320A009||69.99
1045|Onkyo TX-SR876 A/V Receiver - TXSR876B|Dolby Digital Dolby TrueHD DTS-HD Dolby Digital EX Dolby Digital Plus Dolby Pro Logic II Dolby TrueHD DTS DTS-ES DTS Neo:6 THX Surround EX THX Select 2FM AM|1077.98
1046|Onkyo TX-NR906 A/V Receiver - TXNR906B|THX Ultra 2 Dolby Digital Plus Dolby TrueHD DTS-HD Neural SurroundFM AM|1497.99
1047|Denon DM37SBK - D-M37SBK||288.76
1048|Onkyo TX-8255 A/V Receiver|AM FM|159.98
1049|Denon DHT-589BA Home Theater System| A/V Receiver 5.1 Speakers - Dolby Pro Logic II DTS|448.8
1050|LG 42LG30 42' LCD TV|LG 42LG30 42' LCD HDTV - 12000:1 Dynamic Contrast Ratio - Invisible Speaker|
1051|Apple 8x DVDRW Drive - MB397G/A|(Double-layer) - DVD-RAM/R/RW - 8x 8x 8x (DVD) - 24x 16x 24x (CD) - USB - External|95.71
1052|Apple MacBook Pro Notebook - MB470LL/A|Intel Core 2 Duo 2.4GHz - 15.4' WXGA+ - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet Wi-Fi Bluetooth - Mac OS X 10.5 Leopard|1849.00
1053|Apple iPod nano Armband - MB769G/A|Grey|29
1054|Polk Audio I-Sonic ES2 Entertainment System 2 AM/FM and HD Table Radio - AM1195-A||336.71
1055|Samsung SBH500 Stereo Bluetooth Headset||49.72
1056|Sony DPFD100 Digital Photo Frame|Photo Viewer - 10' LCD|249.12
1057|Danby DBC2760BLS 5.0 cu.ft beverage center / 27 bottle wine cooler||1000.00
1058|Danby DDW497W Countertop Dishwasher||247.05
1059|Sony XDR-S10HDiP Clock Radio with iPod Dock - XDRS10HDIP|LCD|149.95
1060|Panasonic Kx-tg9391t Dect 6.0 Two-line Corded/cordless Phone Combo - KX-TG9391T||149.72
1061|Sony BRAVIA XBR Series KDL-46XBR6 46' LCD TV - KDL46XBR6|46' - Active Matrix TFT - ATSC NTSC - 16:9 - 1920 x 1080 - Dolby Surround - HDTV - 480i 480p 720p 1080i 1080p|1977.72
1062|Sony BRAVIA XBR Series KDL-52XBR6 52' LCD TV - KDL52XBR6|52' - Active Matrix TFT - ATSC NTSC - 16:9 - 1920 x 1080 - Dolby Surround - HDTV - 480i 480p 720p 1080i 1080p|2573.72
1063|Audiovox DPF701 7-Inch Acrylic Digital Picture Frame||41.4
1064|PAN NN-TK903S MICROWAVE OVEN .08 CU. FT.||
1065|Sony VAIO LV140J Desktop - VGC-LV140J|Intel Core 2 Duo E7200 2.53GHz - 4GB DDR2 SDRAM - 320GB - DVD-Writer (DVD-RAM/R/RW) - Gigabit Ethernet Bluetooth Wi-Fi - 24' Active Matrix TFT Color LCD - Windows Vista Home Premium x64 - All-in-One|1599.99
1066|Simpletech 2GB SD Card - 3505B001AA||12.88
1067|Garmin 010-00577-30 Nvi(r) 885t Travel Assistant||
1068|Maytag MDB7851AWB Full Console Dishwasher (Black)||
1069|Whirlpool DU1100XTPS 24' Undercounter Dishwasher (Stainless Steel)||537.29
1070|Canon XH A1S - 3238B001||3999.00
1071|Sony VAIO FW378J/B Notebook - VGNFW378J/B|Intel Centrino 2 Core 2 Duo P8600 2.4GHz - 16.4' - 4GB DDR2 SDRAM - 320GB HDD - BD-Reader/DVD-Writer (BD-ROM/DVD-RAM/R/RW) - Wi-Fi Gigabit Ethernet Bluetooth - Windows Vista Home Premium x64 - Black|
1072|Sennheiser CX380 Sennheiser CX 380 Sport II Grey/Orange||
1073|IWORK 09 RETAIL-INT DVD - MB942Z/A||
1074|IWORK 09 FAMILY PACK-INT DVD - MB943Z/A||
1075|CASE MATE CARBON FIBER IPHONE 3G CASE BLACK - IPH3GC-BCF||28.08
